id,status,category,flag,priority
1169,Active,4,0,3
1170,Active,9,0,2
1171,Active,9,0,4
1172,Pending,3,0,4
1173,Active,5,1,3
1174,Inactive,8,0,2
1175,Active,8,1,3
1176,Active,1,1,4
1177,Active,3,0,5
1178,Active,5,0,1
1179,Pending,0,0,4
1180,Active,7,1,5
1181,Active,5,0,3
1182,Pending,6,1,5
1183,Active,0,0,4
1184,Active,3,1,2
1185,Pending,3,0,2
1186,Active,2,1,2
1187,Inactive,5,1,4
1188,Active,5,1,3
1189,Active,7,1,4
1190,Inactive,8,1,2
1191,Active,4,0,1
1192,Active,1,1,2
1193,Inactive,7,1,1
1194,Pending,4,1,4
1195,Active,7,1,1
1196,Pending,2,0,2
1197,Active,6,0,3
1198,Inactive,9,0,5
1199,Active,0,0,4
1200,Active,8,1,3
1201,Pending,2,0,3
1202,Inactive,4,1,4
1203,Inactive,8,0,5
1204,Active,2,0,4
1205,Pending,5,1,3
1206,Active,2,0,3
1207,Active,6,1,3
1208,Active,5,1,5
1209,Pending,4,1,5
1210,Active,1,1,1
1211,Active,5,0,3
1212,Pending,0,0,3
1213,Pending,7,1,1
1214,Inactive,7,0,2
1215,Pending,9,1,4
1216,Active,1,0,1
1217,Inactive,3,0,3
1218,Inactive,8,0,4
1219,Active,8,1,1
1220,Inactive,8,0,2
1221,Inactive,7,1,1
1222,Active,7,1,1
1223,Inactive,8,1,3
1224,Active,3,0,5
1225,Inactive,8,1,5
1226,Inactive,6,1,5
1227,Active,0,1,3
1228,Active,1,0,1
1229,Inactive,0,1,1
1230,Inactive,1,1,1
1231,Active,7,1,3
1232,Active,8,1,4
1233,Active,2,0,3
1234,Inactive,8,0,5
1235,Pending,0,1,3
1236,Pending,0,0,1
1237,Inactive,1,0,2
1238,Pending,8,0,4
1239,Pending,0,1,5
1240,Active,7,1,1
1241,Pending,0,1,2
1242,Pending,0,1,2
1243,Active,8,1,2
1244,Active,1,0,4
1245,Active,8,1,2
1246,Inactive,3,1,4
1247,Pending,7,1,4
1248,Inactive,0,0,3
1249,Pending,4,0,3
1250,Active,6,1,3
1251,Pending,1,1,2
1252,Active,0,1,3
1253,Active,9,1,5
1254,Inactive,9,1,5
1255,Pending,4,1,3
1256,Inactive,2,0,4
1257,Inactive,7,1,2
1258,Inactive,2,0,1
1259,Active,8,0,1
1260,Active,1,1,4
1261,Inactive,9,0,2
1262,Inactive,5,1,2
1263,Active,6,0,4
1264,Pending,4,0,2
1265,Active,3,0,4
1266,Inactive,3,1,1
1267,Inactive,3,1,5
1268,Inactive,0,0,1
1269,Active,2,1,4
1270,Inactive,6,1,3
1271,Inactive,6,1,4
1272,Inactive,3,0,3
1273,Inactive,7,0,2
1274,Active,1,1,2
1275,Active,5,0,4
1276,Active,1,1,3
1277,Pending,5,1,4
1278,Active,9,1,3
1279,Active,2,1,2
1280,Active,3,0,3
1281,Inactive,7,0,1
1282,Active,2,1,3
1283,Inactive,5,0,5
1284,Active,2,0,4
1285,Active,8,1,3
1286,Active,1,0,3
1287,Pending,2,0,1
1288,Inactive,0,0,4
1289,Pending,7,1,2
1290,Inactive,9,0,5
1291,Pending,9,1,4
1292,Active,3,0,5
1293,Inactive,9,0,4
1294,Inactive,6,1,3
1295,Active,9,1,1
1296,Active,8,1,1
1297,Pending,2,1,3
1298,Inactive,9,1,3
1299,Active,9,1,5
1300,Pending,6,1,2
1301,Inactive,0,1,1
1302,Pending,6,0,1
1303,Active,6,0,3
1304,Inactive,0,1,5
1305,Active,9,0,5
1306,Inactive,0,1,5
1307,Active,8,1,3
1308,Inactive,5,1,1
1309,Active,8,1,3
1310,Active,9,0,5
1311,Active,4,0,3
1312,Active,3,1,3
1313,Inactive,9,1,5
1314,Inactive,1,1,2
1315,Pending,3,0,3
1316,Inactive,2,0,3
1317,Active,6,1,1
1318,Active,1,1,2
1319,Inactive,8,1,4
1320,Active,1,1,1
1321,Active,7,1,3
1322,Pending,3,0,1
1323,Inactive,5,0,4
1324,Pending,8,0,1
1325,Active,8,0,3
1326,Inactive,6,0,5
1327,Active,8,0,3
1328,Inactive,0,1,1
1329,Active,8,0,5
1330,Pending,0,0,4
1331,Pending,6,0,3
1332,Active,4,1,2
1333,Active,2,1,3
1334,Active,3,1,2
1335,Active,6,1,1
1336,Pending,1,0,1
1337,Pending,0,1,3
1338,Active,4,1,1
1339,Active,9,1,1
1340,Inactive,1,1,4
1341,Inactive,4,1,4
1342,Active,6,1,4
1343,Inactive,9,1,2
1344,Inactive,8,1,3
1345,Pending,2,0,2
1346,Active,5,1,4
1347,Pending,7,1,2
1348,Pending,4,0,5
1349,Active,7,0,5
1350,Inactive,6,1,2
1351,Active,1,0,1
1352,Active,4,0,3
1353,Active,9,1,4
1354,Inactive,0,0,4
1355,Pending,7,0,5
1356,Pending,3,0,5
1357,Pending,4,0,3
1358,Active,7,1,2
1359,Active,1,1,4
1360,Pending,4,0,1
1361,Inactive,1,1,4
1362,Active,6,1,5
1363,Active,5,1,3
1364,Active,9,0,3
1365,Inactive,5,0,5
1366,Pending,0,1,3
1367,Inactive,4,1,1
1368,Active,3,1,4
1369,Active,5,1,4
1370,Active,8,0,1
1371,Active,3,1,1
1372,Inactive,5,1,1
1373,Active,8,0,4
1374,Inactive,2,1,1
1375,Inactive,5,0,1
1376,Active,9,1,3
1377,Inactive,6,1,3
1378,Active,0,0,3
1379,Pending,6,1,5
1380,Active,3,1,4
1381,Inactive,5,1,3
1382,Active,6,0,2
1383,Inactive,7,1,1
1384,Active,0,1,3
1385,Active,0,1,5
1386,Active,1,1,2
1387,Pending,4,1,3
1388,Active,3,0,3
1389,Inactive,1,1,4
1390,Active,9,1,1
1391,Active,1,1,1
1392,Active,4,1,4
1393,Active,3,0,1
1394,Pending,8,0,4
1395,Inactive,1,0,2
1396,Inactive,9,1,1
1397,Active,1,0,1
1398,Pending,8,0,5
1399,Inactive,1,1,4
1400,Active,2,1,2
1401,Inactive,4,0,3
1402,Active,8,1,5
1403,Pending,1,1,4
1404,Pending,1,0,1
1405,Inactive,8,0,3
1406,Inactive,5,0,5
1407,Active,2,0,1
1408,Active,0,0,1
1409,Active,9,0,2
1410,Active,9,0,4
1411,Inactive,6,0,5
1412,Active,4,0,4
1413,Active,2,0,3
1414,Pending,6,0,3
1415,Active,5,1,4
1416,Inactive,3,0,2
1417,Inactive,6,0,1
1418,Pending,7,1,4
1419,Inactive,7,1,3
1420,Inactive,2,1,4
1421,Inactive,7,0,5
1422,Inactive,3,1,1
1423,Pending,9,1,3
1424,Active,2,1,3
1425,Active,9,1,4
1426,Active,8,0,3
1427,Inactive,0,1,2
1428,Active,1,0,3
1429,Pending,5,1,5
1430,Active,1,0,4
1431,Pending,1,1,4
1432,Inactive,6,0,4
1433,Pending,3,1,4
1434,Inactive,0,1,5
1435,Active,3,1,4
1436,Inactive,2,1,3
1437,Active,5,1,4
1438,Inactive,9,0,4
1439,Active,5,1,1
1440,Active,3,0,1
1441,Active,5,0,3
1442,Inactive,5,1,1
1443,Active,7,0,2
1444,Active,6,1,1
1445,Inactive,4,0,4
1446,Inactive,4,0,2
1447,Active,9,1,3
1448,Active,0,0,4
1449,Pending,5,1,3
1450,Pending,0,1,3
1451,Inactive,9,1,2
1452,Pending,7,0,3
1453,Active,4,1,3
1454,Active,4,0,4
1455,Inactive,5,1,3
1456,Active,7,0,4
1457,Active,7,1,2
1458,Inactive,4,1,2
1459,Active,7,0,1
1460,Pending,4,1,1
1461,Inactive,3,0,1
1462,Active,6,0,4
1463,Active,8,1,2
1464,Pending,2,1,1
1465,Pending,5,0,3
1466,Pending,8,0,1
1467,Inactive,8,0,4
1468,Active,1,0,5
1469,Active,2,1,2
1470,Inactive,8,1,5
1471,Active,2,1,5
1472,Inactive,4,0,3
1473,Active,8,1,4
1474,Active,6,1,4
1475,Active,4,0,1
1476,Pending,1,0,3
1477,Inactive,8,1,3
1478,Active,6,1,5
1479,Inactive,1,0,2
1480,Inactive,9,0,3
1481,Pending,8,0,2
1482,Inactive,1,1,3
1483,Active,3,0,4
1484,Active,6,1,2
1485,Inactive,7,1,3
1486,Active,2,0,5
1487,Pending,2,1,3
1488,Inactive,1,1,5
1489,Active,4,1,4
1490,Active,9,0,1
1491,Active,5,0,5
1492,Inactive,1,0,1
1493,Pending,7,0,5
1494,Pending,6,1,2
1495,Pending,7,1,4
1496,Pending,3,0,5
1497,Active,8,0,2
1498,Inactive,2,0,1
1499,Active,4,0,3
1500,Pending,1,0,2
1501,Inactive,3,1,5
1502,Active,7,0,1
1503,Inactive,8,0,3
1504,Active,2,0,5
1505,Inactive,6,1,2
1506,Inactive,7,0,2
1507,Inactive,9,0,2
1508,Active,0,0,2
1509,Pending,7,1,5
1510,Active,5,0,4
1511,Active,2,1,5
1512,Active,8,1,4
1513,Active,5,0,4
1514,Active,2,1,1
1515,Inactive,5,0,3
1516,Active,8,0,1
1517,Inactive,2,0,3
1518,Inactive,2,1,5
1519,Active,8,1,1
1520,Active,5,0,4
1521,Active,7,1,3
1522,Active,5,1,2
1523,Active,4,1,4
1524,Active,5,0,1
1525,Inactive,7,1,3
1526,Pending,1,0,1
1527,Active,6,1,5
1528,Pending,8,1,2
1529,Inactive,7,0,1
1530,Inactive,7,0,3
1531,Pending,2,0,2
1532,Inactive,3,0,3
1533,Active,4,1,5
1534,Active,5,0,3
1535,Inactive,0,0,1
1536,Pending,3,0,3
1537,Active,4,1,4
1538,Active,6,1,2
1539,Active,7,1,1
1540,Inactive,6,0,3
1541,Active,5,0,5
1542,Active,6,1,2
1543,Pending,2,1,2
1544,Active,0,0,2
1545,Pending,8,0,2
1546,Pending,9,1,1
1547,Active,1,1,2
1548,Pending,9,0,2
1549,Inactive,0,0,3
1550,Active,8,1,5
1551,Active,4,0,3
1552,Pending,8,0,4
1553,Active,4,0,2
1554,Active,7,0,3
1555,Inactive,1,1,3
1556,Active,2,0,3
1557,Active,2,1,3
1558,Pending,8,1,2
1559,Inactive,1,0,5
1560,Active,5,0,1
1561,Inactive,6,1,3
1562,Active,5,0,2
1563,Active,7,0,2
1564,Inactive,3,0,2
1565,Pending,9,1,2
1566,Active,2,1,4
1567,Inactive,0,0,4
1568,Active,1,0,2
1569,Active,8,0,4
1570,Active,8,0,5
1571,Active,1,1,2
1572,Inactive,7,0,3
1573,Active,0,1,3
1574,Active,6,1,4
1575,Inactive,6,0,5
1576,Pending,3,0,3
1577,Pending,2,1,3
1578,Active,1,0,3
1579,Pending,0,0,4
1580,Active,7,0,1
1581,Active,3,1,1
1582,Pending,6,1,3
1583,Inactive,6,1,4
1584,Active,4,1,3
1585,Inactive,8,1,5
1586,Active,6,0,4
1587,Inactive,2,0,5
1588,Pending,8,0,1
1589,Active,5,1,2
1590,Inactive,1,0,3
1591,Active,5,0,5
1592,Active,6,0,1
1593,Active,9,1,4
1594,Pending,2,1,2
1595,Inactive,9,0,4
1596,Inactive,9,1,3
1597,Active,9,0,5
1598,Inactive,0,1,5
1599,Pending,7,0,5
1600,Active,0,0,4
1601,Active,6,0,4
1602,Inactive,6,0,4
1603,Active,2,0,2
1604,Active,3,0,3
1605,Inactive,0,0,4
1606,Pending,5,0,1
1607,Active,3,1,5
1608,Active,1,0,2
1609,Active,6,0,2
1610,Pending,3,1,4
1611,Active,7,1,1
1612,Active,4,0,2
1613,Active,8,0,3
1614,Pending,2,0,2
1615,Inactive,3,1,4
1616,Inactive,9,0,3
1617,Active,5,1,1
1618,Pending,8,0,2
1619,Inactive,8,0,2
1620,Inactive,0,1,2
1621,Inactive,0,0,3
1622,Active,3,1,1
1623,Inactive,0,0,5
1624,Inactive,2,0,4
1625,Active,0,1,1
1626,Active,3,1,3
1627,Inactive,8,1,5
1628,Active,0,0,4
1629,Active,9,1,3
1630,Inactive,2,1,2
1631,Active,1,1,3
1632,Pending,4,1,5
1633,Active,5,1,4
1634,Pending,2,0,2
1635,Inactive,2,1,5
1636,Active,6,0,2
1637,Active,9,1,4
1638,Inactive,4,0,1
1639,Active,1,1,5
1640,Active,6,1,3
1641,Pending,2,0,1
1642,Active,7,0,4
1643,Pending,3,0,5
1644,Inactive,1,0,2
1645,Pending,1,1,4
1646,Pending,9,0,5
1647,Pending,7,0,5
1648,Inactive,9,0,2
1649,Active,8,1,2
1650,Pending,4,1,1
1651,Pending,3,1,3
1652,Inactive,5,1,1
1653,Active,7,1,2
1654,Inactive,3,0,5
1655,Pending,5,0,4
1656,Active,7,1,1
1657,Active,5,0,3
1658,Active,1,1,5
1659,Active,6,1,2
1660,Inactive,2,0,1
1661,Active,0,1,4
1662,Pending,9,1,1
1663,Pending,9,1,4
1664,Pending,2,0,4
1665,Pending,8,1,1
1666,Inactive,9,1,3
1667,Inactive,3,0,1
1668,Inactive,3,1,2
1669,Pending,9,0,5
1670,Inactive,4,1,2
1671,Inactive,2,0,3
1672,Inactive,5,0,3
1673,Active,6,0,4
1674,Pending,9,1,5
1675,Active,8,1,4
1676,Pending,2,1,1
1677,Inactive,7,1,1
1678,Inactive,8,0,4
1679,Inactive,2,1,1
1680,Inactive,4,1,2
1681,Active,6,1,2
1682,Active,7,0,4
1683,Active,2,0,3
1684,Pending,7,0,2
1685,Active,3,1,1
1686,Active,1,0,1
1687,Active,1,0,2
1688,Active,2,1,4
1689,Pending,6,1,2
1690,Active,3,1,1
1691,Active,1,1,3
1692,Active,4,1,4
1693,Active,9,0,4
1694,Inactive,0,0,5
1695,Inactive,8,1,1
1696,Active,2,1,3
1697,Inactive,3,0,2
1698,Pending,6,0,2
1699,Active,1,1,1
1700,Active,4,0,5
1701,Pending,2,0,5
1702,Inactive,7,1,4
1703,Active,9,1,1
1704,Active,9,0,1
1705,Inactive,7,1,2
1706,Inactive,6,1,4
1707,Pending,4,0,3
1708,Pending,4,1,2
1709,Active,2,0,1
1710,Active,2,0,3
1711,Inactive,0,1,5
1712,Active,9,1,5
1713,Pending,3,0,5
1714,Pending,6,0,1
1715,Pending,6,0,5
1716,Inactive,9,1,3
1717,Active,4,0,1
1718,Pending,7,1,1
1719,Active,6,1,3
1720,Inactive,6,0,1
1721,Inactive,1,0,3
1722,Pending,4,0,3
1723,Active,5,1,5
1724,Pending,5,1,2
1725,Active,6,1,4
1726,Active,8,1,3
1727,Pending,8,0,4
1728,Pending,1,1,1
1729,Pending,8,1,3
1730,Active,6,0,3
1731,Inactive,6,0,1
1732,Active,9,0,2
1733,Active,7,0,4
1734,Pending,7,0,3
1735,Inactive,8,0,4
1736,Active,0,0,2
1737,Active,2,0,1
1738,Inactive,9,1,3
1739,Active,0,0,1
1740,Active,1,0,3
1741,Pending,5,1,5
1742,Pending,7,0,3
1743,Inactive,4,0,2
1744,Active,0,0,4
1745,Active,7,0,4
1746,Active,5,0,4
1747,Active,9,0,3
1748,Active,1,0,4
1749,Active,9,0,2
1750,Inactive,6,0,4
1751,Inactive,4,0,1
1752,Active,8,1,4
1753,Inactive,9,0,5
1754,Active,3,0,4
1755,Inactive,4,0,4
1756,Pending,7,0,2
1757,Active,9,1,1
1758,Inactive,7,1,5
1759,Inactive,2,1,1
1760,Active,5,0,4
1761,Active,7,0,5
1762,Pending,7,1,3
1763,Active,1,0,3
1764,Active,0,1,1
1765,Inactive,8,0,3
1766,Inactive,2,1,3
1767,Inactive,5,1,3
1768,Pending,1,1,1
1769,Inactive,8,1,2
1770,Inactive,1,0,1
1771,Inactive,2,1,3
1772,Pending,3,0,1
1773,Active,8,1,1
1774,Inactive,8,1,3
1775,Active,6,1,2
1776,Inactive,7,0,3
1777,Active,4,0,3
1778,Active,9,0,1
1779,Active,6,0,3
1780,Active,7,1,4
1781,Active,9,1,4
1782,Active,2,1,2
1783,Inactive,0,0,5
1784,Active,9,1,1
1785,Pending,2,0,3
1786,Active,0,1,3
1787,Active,2,1,2
1788,Active,2,1,1
1789,Active,7,0,4
1790,Active,6,0,1
1791,Active,8,0,1
1792,Active,8,0,2
1793,Pending,8,1,2
1794,Active,1,1,5
1795,Pending,5,1,1
1796,Inactive,3,1,3
1797,Active,9,1,4
1798,Pending,7,1,5
1799,Active,5,0,1
1800,Pending,3,0,5
1801,Active,0,0,3
1802,Pending,4,1,4
1803,Active,2,1,5
1804,Active,5,0,1
1805,Active,7,1,3
1806,Inactive,3,0,3
1807,Inactive,4,0,2
1808,Active,8,0,5
1809,Inactive,1,0,4
1810,Pending,7,0,5
1811,Pending,3,0,5
1812,Inactive,7,0,5
1813,Inactive,9,1,3
1814,Inactive,4,0,1
1815,Active,0,1,1
1816,Inactive,8,1,1
1817,Inactive,2,0,1
1818,Active,3,0,4
1819,Active,3,0,2
1820,Pending,4,1,2
1821,Pending,7,0,4
1822,Inactive,2,1,1
1823,Inactive,1,1,4
1824,Inactive,9,0,5
1825,Active,1,0,2
1826,Pending,1,0,4
1827,Pending,2,0,5
1828,Inactive,8,1,5
1829,Inactive,3,1,3
1830,Active,0,0,4
1831,Active,9,1,2
1832,Active,5,0,3
1833,Inactive,7,0,2
1834,Active,0,1,5
1835,Pending,9,1,1
1836,Active,2,0,3
1837,Active,8,0,4
1838,Active,4,0,1
1839,Active,0,1,4
1840,Active,7,1,1
1841,Active,3,0,5
1842,Active,2,0,1
1843,Active,4,0,4
1844,Inactive,2,1,5
1845,Active,9,0,5
1846,Inactive,8,0,5
1847,Pending,7,0,4
1848,Active,7,0,2
1849,Inactive,0,1,5
1850,Inactive,2,1,4
1851,Inactive,7,0,2
1852,Active,7,1,5
1853,Inactive,1,1,3
1854,Active,9,0,4
1855,Pending,6,1,5
1856,Inactive,7,1,3
1857,Pending,9,0,2
1858,Active,5,1,4
1859,Pending,6,1,1
1860,Inactive,9,1,1
1861,Active,9,1,1
1862,Active,7,0,5
1863,Active,3,1,5
1864,Active,5,0,2
1865,Active,1,0,1
1866,Active,2,0,1
1867,Inactive,8,1,4
1868,Inactive,2,0,2
1869,Pending,2,1,3
1870,Active,5,0,5
1871,Active,4,0,1
1872,Inactive,2,0,5
1873,Inactive,3,0,1
1874,Inactive,0,0,3
1875,Inactive,3,1,4
1876,Inactive,5,0,5
1877,Active,9,0,1
1878,Active,0,1,5
1879,Pending,4,0,5
1880,Inactive,8,0,5
1881,Pending,7,0,5
1882,Pending,1,0,5
1883,Inactive,9,0,4
1884,Pending,6,1,5
1885,Active,1,1,5
1886,Active,3,1,3
1887,Inactive,7,1,3
1888,Active,8,1,5
1889,Active,7,1,2
1890,Inactive,4,1,4
1891,Pending,1,0,5
1892,Active,7,0,1
1893,Pending,4,0,3
1894,Active,4,1,5
1895,Active,9,0,5
1896,Active,1,1,2
1897,Active,7,1,5
1898,Active,8,0,2
1899,Active,4,1,2
1900,Pending,1,0,2
1901,Inactive,5,0,5
1902,Inactive,8,0,5
1903,Inactive,4,0,4
1904,Inactive,6,1,4
1905,Active,6,1,3
1906,Active,3,0,2
1907,Pending,0,0,1
1908,Inactive,9,1,4
1909,Inactive,8,1,1
1910,Inactive,0,0,5
1911,Inactive,1,0,3
1912,Pending,9,0,2
1913,Active,2,0,2
1914,Active,3,1,3
1915,Pending,4,1,1
1916,Active,9,0,2
1917,Active,2,0,1
1918,Pending,3,0,3
1919,Inactive,5,1,4
1920,Pending,9,0,4
1921,Active,9,0,5
1922,Pending,1,0,4
1923,Active,8,0,4
1924,Pending,3,0,1
1925,Pending,7,0,5
1926,Active,0,1,2
1927,Active,3,1,5
1928,Active,4,1,2
1929,Active,4,1,3
1930,Pending,0,1,1
1931,Inactive,9,1,5
1932,Active,0,1,3
1933,Pending,2,0,3
1934,Active,8,0,5
1935,Pending,2,1,2
1936,Active,9,0,5
1937,Active,1,0,4
1938,Active,2,1,5
1939,Active,0,0,1
1940,Active,0,1,2
1941,Inactive,4,1,5
1942,Active,8,0,2
1943,Active,0,0,4
1944,Inactive,0,1,2
1945,Pending,5,1,2
1946,Active,2,1,4
1947,Inactive,9,0,3
1948,Inactive,2,0,2
1949,Pending,6,0,4
1950,Pending,0,1,5
1951,Inactive,9,0,4
1952,Active,0,0,1
1953,Inactive,9,1,1
1954,Active,9,0,5
1955,Active,8,1,5
1956,Active,8,0,1
1957,Inactive,0,0,1
1958,Active,8,1,3
1959,Active,7,1,1
1960,Inactive,5,0,4
1961,Inactive,6,0,3
1962,Inactive,0,0,1
1963,Inactive,8,0,3
1964,Inactive,9,1,3
1965,Active,3,0,4
1966,Active,6,0,5
1967,Active,0,0,4
1968,Pending,6,1,2
1969,Pending,1,1,4
1970,Active,7,0,5
1971,Inactive,8,1,2
1972,Inactive,9,0,4
1973,Inactive,8,0,1
1974,Pending,9,1,4
1975,Pending,8,1,2
1976,Active,7,1,4
1977,Pending,1,1,4
1978,Pending,2,1,2
1979,Active,8,1,1
1980,Inactive,5,0,4
1981,Pending,9,1,4
1982,Pending,0,1,5
1983,Active,2,1,5
1984,Inactive,9,1,1
1985,Pending,8,0,3
1986,Inactive,6,0,4
1987,Inactive,5,1,2
1988,Inactive,8,0,3
1989,Active,5,1,4
1990,Inactive,9,1,4
1991,Inactive,0,1,2
1992,Pending,5,1,5
1993,Active,5,0,4
1994,Active,4,1,4
1995,Active,2,0,3
1996,Active,7,0,1
1997,Active,2,1,2
1998,Pending,1,1,3
1999,Active,2,1,2
2000,Pending,5,0,4
2001,Active,5,0,4
2002,Inactive,4,0,5
2003,Active,0,1,5
2004,Active,1,0,3
2005,Inactive,6,0,3
2006,Inactive,5,1,4
2007,Active,7,1,4
2008,Active,8,1,2
2009,Inactive,4,0,2
2010,Active,0,1,4
2011,Active,9,1,1
2012,Pending,5,1,2
2013,Active,1,0,4
2014,Active,5,1,5
2015,Active,4,1,2
2016,Inactive,0,0,5
2017,Active,3,0,3
2018,Active,2,1,2
2019,Active,0,1,3
2020,Pending,5,0,5
2021,Active,7,1,5
2022,Inactive,3,0,1
2023,Inactive,9,0,2
2024,Active,2,0,2
2025,Active,8,1,1
2026,Active,0,0,3
2027,Active,2,0,5
2028,Pending,1,0,3
2029,Inactive,8,1,2
2030,Active,1,0,5
2031,Active,5,1,1
2032,Pending,3,1,2
2033,Active,7,0,1
2034,Active,0,0,1
2035,Inactive,2,0,4
2036,Active,5,1,2
2037,Inactive,1,1,4
2038,Inactive,2,0,4
2039,Pending,0,1,2
2040,Inactive,6,0,3
2041,Pending,2,1,1
2042,Active,0,0,2
2043,Inactive,9,1,3
2044,Inactive,0,0,3
2045,Active,3,0,5
2046,Active,2,1,4
2047,Inactive,2,1,4
2048,Inactive,5,1,2
2049,Active,5,0,1
2050,Pending,9,1,4
2051,Active,2,0,1
2052,Inactive,4,1,4
2053,Active,0,1,5
2054,Inactive,8,1,4
2055,Pending,2,1,4
2056,Inactive,7,1,4
2057,Inactive,3,1,5
2058,Active,2,0,5
2059,Active,3,0,3
2060,Pending,8,0,5
2061,Active,8,1,4
2062,Pending,7,0,4
2063,Pending,9,1,5
2064,Inactive,4,1,4
2065,Active,1,0,5
2066,Inactive,5,1,3
2067,Active,3,0,5
2068,Pending,7,1,4
2069,Active,2,0,3
2070,Active,3,0,5
2071,Inactive,1,1,4
2072,Pending,2,0,4
2073,Active,6,1,1
2074,Inactive,4,0,1
2075,Active,0,1,3
2076,Pending,9,0,3
2077,Active,6,1,5
2078,Inactive,6,0,5
2079,Inactive,3,1,3
2080,Inactive,3,1,4
2081,Active,9,0,1
2082,Active,0,0,1
2083,Active,3,1,4
2084,Active,8,0,2
2085,Pending,3,1,1
2086,Active,5,1,5
2087,Inactive,9,0,2
2088,Active,8,1,1
2089,Active,6,0,1
2090,Inactive,7,0,4
2091,Inactive,0,1,3
2092,Pending,2,1,5
2093,Inactive,0,0,3
2094,Inactive,8,1,4
2095,Inactive,6,1,1
2096,Pending,6,0,5
2097,Active,6,1,3
2098,Inactive,3,0,4
2099,Inactive,9,1,3
2100,Active,4,0,3
2101,Active,3,0,4
2102,Active,6,1,2
2103,Inactive,7,1,3
2104,Inactive,6,1,5
2105,Active,2,1,3
2106,Active,9,1,4
2107,Active,9,1,3
2108,Active,4,1,5
2109,Pending,0,0,5
2110,Pending,9,0,1
2111,Inactive,4,1,3
2112,Active,8,0,1
2113,Active,3,1,4
2114,Active,0,1,2
2115,Inactive,7,0,3
2116,Pending,1,0,3
2117,Active,1,1,3
2118,Inactive,6,1,2
2119,Pending,2,1,2
2120,Pending,2,1,4
2121,Active,5,1,4
2122,Inactive,8,1,4
2123,Inactive,7,1,2
2124,Active,5,0,1
2125,Active,2,0,2
2126,Active,7,1,2
2127,Pending,1,0,2
2128,Inactive,0,1,5
2129,Inactive,0,0,4
2130,Active,6,1,2
2131,Inactive,2,0,2
2132,Active,1,1,5
2133,Pending,2,0,5
2134,Pending,2,0,2
2135,Active,5,1,4
2136,Active,6,1,4
2137,Active,8,0,1
2138,Active,0,1,2
2139,Inactive,2,0,4
2140,Inactive,3,1,4
2141,Pending,3,0,4
2142,Active,4,0,1
2143,Active,5,0,5
2144,Active,3,1,4
2145,Inactive,3,1,4
2146,Pending,9,0,2
2147,Pending,6,1,2
2148,Pending,1,1,1
2149,Inactive,8,0,4
2150,Active,2,0,2
2151,Inactive,6,1,5
2152,Pending,5,1,5
2153,Inactive,3,0,1
2154,Active,0,1,2
2155,Active,2,1,4
2156,Pending,1,1,1
2157,Active,2,0,1
2158,Active,1,1,5
2159,Inactive,2,1,5
2160,Pending,6,0,1
2161,Inactive,9,1,4
2162,Active,7,1,1
2163,Inactive,1,1,1
2164,Pending,0,0,3
2165,Active,5,0,3
2166,Pending,0,1,5
2167,Active,4,0,5
2168,Inactive,9,1,1
2169,Inactive,2,1,3
2170,Active,9,1,4
2171,Inactive,0,0,4
2172,Active,1,1,3
2173,Pending,9,1,3
2174,Pending,3,1,5
2175,Active,3,0,5
2176,Active,1,1,2
2177,Active,9,0,3
2178,Pending,4,1,5
2179,Active,9,0,4
2180,Active,2,1,1
2181,Inactive,3,1,3
2182,Pending,5,0,1
2183,Active,1,0,2
2184,Active,4,1,3
2185,Inactive,3,1,3
2186,Active,8,1,5
2187,Active,5,1,3
2188,Active,6,0,5
2189,Inactive,1,1,4
2190,Active,2,0,4
2191,Inactive,9,1,1
2192,Inactive,3,0,5
2193,Active,3,1,1
2194,Active,1,1,5
2195,Inactive,5,0,2
2196,Pending,4,0,5
2197,Pending,9,1,5
2198,Inactive,3,1,2
2199,Inactive,4,1,3
2200,Active,9,1,5
2201,Inactive,4,0,3
2202,Pending,2,0,5
2203,Pending,9,0,1
2204,Pending,0,1,2
2205,Inactive,4,1,3
2206,Active,5,0,5
2207,Active,0,1,5
2208,Pending,1,0,2
2209,Active,0,1,5
2210,Active,6,1,3
2211,Inactive,2,1,3
2212,Inactive,1,0,5
2213,Active,1,0,4
2214,Pending,1,1,3
2215,Inactive,7,0,2
2216,Active,3,1,3
2217,Active,8,0,5
2218,Active,1,0,2
2219,Active,8,0,1
2220,Active,7,0,1
2221,Inactive,8,1,1
2222,Active,0,1,4
2223,Active,2,1,1
2224,Inactive,0,0,1
2225,Active,9,0,3
2226,Pending,6,1,4
2227,Active,3,0,4
2228,Active,3,1,5
2229,Active,6,1,3
2230,Pending,3,0,5
2231,Inactive,4,1,5
2232,Active,2,0,5
2233,Active,8,1,3
2234,Active,8,1,4
2235,Active,5,1,1
2236,Pending,2,1,4
2237,Pending,8,1,5
2238,Inactive,0,1,5
2239,Active,9,1,5
2240,Active,1,0,5
2241,Pending,7,0,2
2242,Inactive,9,1,3
2243,Active,0,0,1
2244,Inactive,6,1,1
2245,Inactive,3,1,2
2246,Pending,2,1,2
2247,Active,3,0,1
2248,Active,3,1,5
2249,Inactive,9,0,1
2250,Active,8,1,2
2251,Inactive,1,0,1
2252,Active,5,1,1
2253,Inactive,8,0,5
2254,Inactive,4,1,5
2255,Pending,6,1,5
2256,Active,3,1,5
2257,Active,3,1,4
